Address,City,County Name,Healthcare Personnel Influenza Vaccination\x0;,Hospital Name,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Provider Number,State,ZIP Code,% Patients discharged on multiple antipsychotic medications with appropriate justification\x0;,% Post discharge continuing care plan created,% Post discharge continuing care plan transmitted to next level of careprovider upon discharge,Number of Records,Physical-restraint use\x0;ratio (hrs),Post-discharge care,Seclusion ratio (hrs)
2211 LOMAS BOULEVARD NE,ALBUQUERQUE,Bernalillo,91,UNIVERSITY OF NEW MEXICO HOSPITAL,55.93%,320001,NM,87106,80,0.9635,0.9217,1,0.17,Lowest,0.37
455 ST MICHAEL'S DRIVE,SANTA FE,Santa Fe,Not Available,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,60.00%,320002,NM,87505,,0.976,0.9375,1,0.04,Lowest,0.35
2669 NORTH SCENIC DRIVE,ALAMOGORDO,Otero,86,GERALD CHAMPION REGIONAL MEDICAL CENTER,70.69%,320004,NM,88310,,0.982,0.9268,1,0,Lowest,0
1313 E 32ND ST,SILVER CITY,Grant,Not Available,GILA REGIONAL MEDICAL CENTER,47.62%,320016,NM,88061,,0.9843,0.9749,1,0.12,Lowest,0
1100 CENTRAL AVENUE SE,ALBUQUERQUE,Bernalillo,96,PRESBYTERIAN HOSPITAL,55.74%,320021,NM,87106,,0.8554,0.6479,1,0,Lowest,0
702 N 13TH STREET,ARTESIA,Eddy,60,ARTESIA GENERAL HOSPITAL,Not Available,320030,NM,88210,,0.25,0.4839,1,0,Lowest,0
5419 N LOVINGTON HIGHWAY,HOBBS,Lea,Not Available,LEA REGIONAL MEDICAL CENTER,50.00%,320065,NM,88240,,1,1,1,0,Lowest,0
3001 BROADMOOR BLVD NE,RIO RANCHO,Sandoval,94,UNM SANDOVAL REGIONAL MEDICAL CENTER,73.68%,320089,NM,87144,,0.8912,0.8033,1,0.01,Lowest,0.24
3751 DEL REY BOULEVARD,LAS CRUCES,Dona Ana,61,"BHC MESILLA VALLEY HOSPITAL, LLC",48.25%,324010,NM,88012,68.42,0.9976,0.9722,1,0.02,Lowest,0.04
5045 MCNUTT RD,SANTA TERESA,Dona Ana,38,"PEAK BEHAVIORAL HEALTH SERVICES, LLC",50.00%,324012,NM,88008,84.21,0.9877,0.777,1,0.02,Lowest,0
"5400 GIBSON BOULEVARD SE, 4TH FLOOR ",ALBUQUERQUE,Bernalillo,43,HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,37.63%,324013,NM,87108,,0.8988,0.8839,1,0,Lowest,0
239 ELM STREET NE,ALBUQUERQUE,Bernalillo,Not Available,CENTRAL DESERT BEHAVIORAL HEALTH CENTER,48.28%,324014,NM,87102,100,1,0.9913,1,0,Lowest,0.01
127 SOUTH BROADWAY,YONKERS,Westchester,87,ST JOSEPH'S MEDICAL CENTER,65.59%,330006,NY,10701,87.01,0.9027,0.8781,1,0.22,Lowest,0
400 NORTH MAIN STREET,WARSAW,Wyoming,87,WYOMING COUNTY COMMUNITY HOSPITAL,69.62%,330008,NY,14569,27.91,0.9365,0.9119,1,0.02,Lowest,0
1650 GRAND CONCOURSE,BRONX,Bronx,55,BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,57.94%,330009,NY,10457,53.85,1,0.96,1,0.34,Lowest,0.22
43 NEW SCOTLAND AVE.,ALBANY,Albany,94,ALBANY MEDICAL CENTER HOSPITAL,58.06%,330013,NY,12208,,0.6667,0.6471,1,0.17,Lowest,0.45
8900 VAN WYCK EXPRESSWAY,JAMAICA,Queens,96,JAMAICA HOSPITAL MEDICAL CENTER,67.07%,330014,NY,11418,29.79,0.5431,0.5,1,0.42,Lowest,0
ONE GUSTAVE L LEVY PLACE,NEW YORK,New York,94,MOUNT SINAI HOSPITAL,69.14%,330024,NY,10029,75,0.8039,0.7827,1,0.03,Lowest,0.46
2201 HEMPSTEAD TURNPIKE,EAST MEADOW,Nassau,71,NASSAU UNIVERSITY MEDICAL CENTER,56.44%,330027,NY,11554,3.3,0.9983,0.9818,1,0.1,Lowest,0.01
355 BARD AVENUE,STATEN ISLAND,Richmond,39,RICHMOND UNIVERSITY MEDICAL CENTER,78.03%,330028,NY,10310,76.92,0.7726,0.759,1,0.22,Lowest,0
111 DRIVING PARK AVENUE,NEWARK,Wayne,79,NEWARK-WAYNE COMMUNITY HOSPITAL,66.10%,330030,NY,14513,78.57,0.9677,0.9677,1,0.07,Lowest,0
270 PARK AVENUE,HUNTINGTON,Suffolk,97,NS/LIJ HS HUNTINGTON HOSPITAL,55.00%,330045,NY,11743,0,0.2454,0.1435,1,0.22,Lowest,0.11
1000 TENTH AVENUE,NEW YORK,New York,95,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,61.29%,330046,NY,10019,61.11,0.5329,0.5329,1,0.54,Lowest,0.03
427 GUY PARK AVENUE,AMSTERDAM,Montgomery,99,ST MARY'S HEALTHCARE,73.46%,330047,NY,12010,100,0.9575,0.9575,1,,Lowest,
111 EAST 210TH STREET,BRONX,Bronx,92,MONTEFIORE MEDICAL CENTER,60.00%,330059,NY,10467,82.35,0.6984,0.5734,1,0.01,Lowest,0.48
2233 STATE ROUTE 86,SARANAC LAKE,Franklin,100,ADIRONDACK MEDICAL CENTER,59.74%,330079,NY,12983,57.89,0.9946,0.9728,1,0,Lowest,0
234 EAST 149TH ST,BRONX,Bronx,88,LINCOLN MEDICAL & MENTAL HEALTH CENTER,45.45%,330080,NY,10451,90.74,1,0.9992,1,0.09,Lowest,0.4
12 NORTH 7TH AVENUE,MOUNT VERNON,Westchester,86,MONTEFIORE MOUNT VERNON HOSPITAL,59.68%,330086,NY,10550,,0.9686,0.9608,1,0.41,Lowest,0.07
201 MANOR PLACE,GREENPORT,Suffolk,74,EASTERN LONG ISLAND HOSPITAL,66.67%,330088,NY,11944,,0.901,0.8177,1,1.42,Lowest,0
71 PROSPECT AVENUE,HUDSON,Columbia,51,COLUMBIA MEMORIAL HOSPITAL,76.39%,330094,NY,12534,,0.8806,0.8806,1,0,Lowest,0
525 EAST 68TH STREET,NEW YORK,New York,88,NEW YORK-PRESBYTERIAN HOSPITAL,65.13%,330101,NY,10021,91.53,0.9943,0.9783,1,0.22,Lowest,0.24
515 MAIN STREET,OLEAN,Cattaraugus,92,OLEAN GENERAL HOSPITAL,71.43%,330103,NY,14760,,0.8703,0.773,1,0,Lowest,0
160 NORTH MIDLAND AVENUE,NYACK,Rockland,87,NYACK HOSPITAL,Not Available,330104,NY,10960,,,,1,,Lowest,
972 BRUSH HOLLOW ROAD,WESTBURY,Nassau,94,NS/LIJ HS-NORTH SHORE UNIVERSITY HOSPITAL AT MANHASSET,66.67%,330106,NY,11590,,0.829,0.7942,1,0.18,Lowest,0.05
555 EAST MARKET STREET,ELMIRA,Chemung,100,"ST JOSEPH'S HOSPITAL, INC",53.71%,330108,NY,14902,78.72,1,1,1,0,Lowest,0
100 EAST 77TH STREET,NEW YORK,New York,84,LENOX HILL HOSPITAL,56.25%,330119,NY,10021,,0.9176,0.8314,1,0.04,Lowest,0.43
1425 PORTLAND AVENUE,ROCHESTER,Monroe,99,ROCHESTER GENERAL HOSPITAL,60.19%,330125,NY,14621,,0.9645,0.9645,1,0.22,Lowest,0.02
707 EAST MAIN STREET,MIDDLETOWN,Orange,89,ORANGE REGIONAL MEDICAL CENTER,62.73%,330126,NY,10940,,0.7634,0.7634,1,0.05,Lowest,0.14
1400 PELHAM PKWY SOUTH,BRONX,Bronx,85,JACOBI MEDICAL CENTER,52.91%,330127,NY,10461,76.92,0.9659,0.9659,1,0.11,Lowest,0.37
79-01 BROADWAY,ELMHURST,Queens,84,ELMHURST HOSPITAL CENTER,47.98%,330128,NY,11373,52.27,0.9884,0.9674,1,0.71,Lowest,0
845 ROUTES 5 AND 20,IRVING,Erie,91,TLC HEALTH NETWORK LAKE SHORE,70.33%,330132,NY,14081,,0.9905,0.891,1,0.02,Lowest,0
160 EAST MAIN STREET,PORT JERVIS,Orange,92,BON SECOURS COMMUNITY HOSPITAL,70.11%,330135,NY,12771,,0.9469,0.9336,1,0.01,Lowest,0
ONE ATWELL ROAD,COOPERSTOWN,Otsego,91,BASSETT HEALTHCARE,90.43%,330136,NY,13326,,0.9911,0.933,1,0,Lowest,0
101 HOSPITAL ROAD,PATCHOGUE,Suffolk,100,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,56.98%,330141,NY,11772,75.86,1,0.9296,1,0.08,Lowest,0
830 WASHINGTON STREET,WATERTOWN,Jefferson,94,SAMARITAN MEDICAL CENTER,70.48%,330157,NY,13601,,0.8388,0.5888,1,0.24,Lowest,
475 SEAVIEW AVENUE,STATEN ISLAND,Richmond,76,STATEN ISLAND UNIVERSITY HOSPITAL,66.32%,330160,NY,10305,52.17,0.3424,0.322,1,0.4,Lowest,0.26
400 EAST MAIN ST,MOUNT KISCO,Westchester,81,NORTHERN WESTCHESTER HOSPITAL,65.45%,330162,NY,10549,100,1,0.9939,1,0.1,Lowest,0.36
FIRST AVENUE AT 16TH STREET,NEW YORK,New York,93,MOUNT SINAI BETH ISRAEL,55.85%,330169,NY,10003,,0.9436,0.8393,1,0.45,Lowest,0.08
134 HOMER AVENUE,CORTLAND,Cortland,79,"CORTLAND REGIONAL MEDICAL CENTER, INC",71.11%,330175,NY,13045,,0.9943,0.9057,1,0.02,Lowest,0
2215 BURDETT AVENUE,TROY,Rensselaer,79,SAMARITAN HOSPITAL,68.57%,330180,NY,12180,,0.9986,0.9771,1,0.24,Lowest,0.05
75 NORTH COUNTRY RD,PORT JEFFERSON,Suffolk,88,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,76.92%,330185,NY,11777,53.66,0.9878,0.9797,1,0.19,Lowest,0
100 PARK STREET,GLENS FALLS,Warren,89,GLENS FALLS HOSPITAL,68.07%,330191,NY,12801,,0.9119,0.8851,1,1.18,Lowest,0
45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,Queens,96,FLUSHING HOSPITAL MEDICAL CENTER,71.88%,330193,NY,11355,100,1,1,1,0,Lowest,0
4802 TENTH AVENUE,BROOKLYN,Kings,90,MAIMONIDES MEDICAL CENTER,65.22%,330194,NY,11219,,0.5142,0.481,1,0.24,Lowest,0.22
270-05 76TH AVE,NEW HYDE PARK,Nassau,90,NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,74.82%,330195,NY,11040,75.34,0.9252,0.8703,1,0.16,Lowest,0.05
2601 OCEAN PARKWAY,BROOKLYN,Kings,67,CONEY ISLAND HOSPITAL,66.96%,330196,NY,11235,85.71,1,0.9598,1,0,Lowest,0
ONE HEALTHY WAY,OCEANSIDE,Nassau,61,SOUTH NASSAU COMMUNITIES HOSPITAL,48.13%,330198,NY,11572,,0.9735,0.9669,1,0.13,Lowest,0.01
1901 FIRST AVENUE,NEW YORK,New York,84,METROPOLITAN HOSPITAL CENTER,39.39%,330199,NY,10029,88.89,0.9975,0.9797,1,0.25,Lowest,
585 SCHENECTADY AVENUE,BROOKLYN,Kings,94,KINGSBROOK JEWISH MEDICAL CENTER,58.62%,330201,NY,11203,77.78,0.9315,0.7024,1,9.35,Lowest,0
451 CLARKSON AVENUE,BROOKLYN,Kings,79,KINGS COUNTY HOSPITAL CENTER,35.12%,330202,NY,11203,,0.7706,0.6611,1,0.12,Lowest,0
462 FIRST AVENUE,NEW YORK,New York,87,BELLEVUE HOSPITAL CENTER,41.37%,330204,NY,10016,82.35,0.9112,0.878,1,0.46,Lowest,0.19
214 KING STREET,OGDENSBURG,Saint Lawrence,90,CLAXTON-HEPBURN MEDICAL CENTER,58.99%,330211,NY,13669,85.71,0.9909,0.9772,1,0.45,Lowest,0.03
550 FIRST AVENUE,NEW YORK,New York,91,NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,56.36%,330214,NY,10016,,1,0.9963,1,0,Lowest,0.11
1500 NORTH JAMES STREET,ROME,Oneida,84,"ROME MEMORIAL HOSPITAL, INC",60.38%,330215,NY,13440,53.57,0.9732,0.9666,1,0,Lowest,0
110 WEST SIXTH STREET,OSWEGO,Oswego,83,OSWEGO HOSPITAL,70.19%,330218,NY,13069,,0.7778,0.4897,1,0.05,Lowest,0
462 GRIDER STREET,BUFFALO,Erie,99,ERIE COUNTY MEDICAL CENTER,60.32%,330219,NY,14215,54.84,0.9767,0.8431,1,0.28,Lowest,0.46
105 MARY'S AVENUE,KINGSTON,Ulster,84,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,75.95%,330224,NY,12401,46.15,0.7063,0.171,1,0.02,Lowest,0.06
1555 LONG POND ROAD,ROCHESTER,Monroe,66,UNITY HOSPITAL,75.68%,330226,NY,14626,96.15,0.9794,0.8969,1,0.45,Lowest,0.5
82-68 164TH STREET,JAMAICA,Queens,96,QUEENS HOSPITAL CENTER,43.18%,330231,NY,11432,79.17,0.9909,0.9757,1,0.28,Lowest,0.23
ONE BROOKDALE PLAZA,BROOKLYN,Kings,85,BROOKDALE HOSPITAL MEDICAL CENTER,43.81%,330233,NY,11212,,0.9553,0.8738,1,0.03,Lowest,0.33
100 WOODS RD,VALHALLA,Westchester,77,WESTCHESTER MEDICAL CENTER,62.62%,330234,NY,10595,58.44,0.667,0.3773,1,0.52,Lowest,0.16
17 LANSING STREET,AUBURN,Cayuga,100,AUBURN COMMUNITY HOSPITAL,68.75%,330235,NY,13021,,0.0609,,1,0,Lowest,0
506 SIXTH STREET,BROOKLYN,Kings,89,NEW YORK METHODIST HOSPITAL,62.16%,330236,NY,11215,80,0.8849,0.864,1,0,Lowest,0
207 FOOTE AVENUE,JAMESTOWN,Chautauqua,83,WOMAN'S CHRISTIAN ASSOCIATION,44.07%,330239,NY,14701,13.41,0.9673,0.8791,1,0.02,Lowest,0.62
"506 LENOX AVE MLK PAVILLION, #2108 ",NEW YORK,New York,88,HARLEM HOSPITAL CENTER,41.54%,330240,NY,10037,87.5,1,1,1,0.4,Lowest,0
750 EAST ADAMS STREET,SYRACUSE,Onondaga,81,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,64.04%,330241,NY,13210,,0.8632,0.6604,1,0.05,Lowest,0.1
2209 GENESEE STREET,UTICA,Oneida,90,ST ELIZABETH MEDICAL CENTER,60.71%,330245,NY,13501,84.62,0.9963,0.9926,1,0.19,Lowest,0
1000 NORTH VILLAGE AVENUE PO BOX 9024,ROCKVILLE CENTRE,Nassau,84,MERCY MEDICAL CENTER,67.86%,330259,NY,11571,,0.3696,0.363,1,0.02,Lowest,0
701 NORTH BROADWAY,SLEEPY HOLLOW,Westchester,95,PHELPS MEMORIAL HOSPITAL CENTER,76.92%,330261,NY,10591,,0.0753,0.0753,1,0.51,Lowest,0.22
2 COULTER ROAD,CLIFTON SPRINGS,Ontario,94,CLIFTON SPRINGS HOSPITAL AND CLINIC,64.47%,330265,NY,14432,85,0,0,1,0,Lowest,0
670 STONELEIGH AVENUE,CARMEL,Putnam,90,PUTNAM HOSPITAL CENTER,71.20%,330273,NY,10512,95.74,0.9691,0.9691,1,0.15,Lowest,0
601 ELMWOOD AVE,ROCHESTER,Monroe,88,STRONG MEMORIAL HOSPITAL,71.23%,330285,NY,14642,,0.6799,0.6784,1,0.82,Lowest,1.03
101 DATES DRIVE,ITHACA,Tompkins,95,CAYUGA MEDICAL CENTER AT ITHACA,64.63%,330307,NY,14850,,0.9455,0.8868,1,0.01,Lowest,0.03
3424 KOSSUTH AVENUE,BRONX,Bronx,66,NORTH CENTRAL BRONX HOSPITAL,53.76%,330385,NY,10467,84.09,1,1,1,0.05,Lowest,0.19
68 HARRIS BUSHVILLE ROAD,HARRIS,Sullivan,89,CATSKILL REGIONAL MEDICAL CENTER,70.93%,330386,NY,12742,91.67,0.9552,0.935,1,0.07,Lowest,0.01
HEALTH SCIENCES DRIVE,STONY BROOK,Suffolk,44,SUNY/STONY BROOK UNIVERSITY HOSPITAL,59.68%,330393,NY,11794,,0.8429,0.8199,1,0.9,Lowest,0.07
33-57 HARRISON STREET,JOHNSON CITY,Broome,96,"UNITED HEALTH SERVICES HOSPITALS, INC",76.57%,330394,NY,13790,,0.8167,0.7434,1,0.19,Lowest,0.19
327 BEACH 19TH STREET,FAR ROCKAWAY,Queens,89,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,66.67%,330395,NY,11691,97.56,0.9864,0.9615,1,0,Lowest,1.31
760 BROADWAY,BROOKLYN,Kings,91,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,43.13%,330396,NY,11206,48.39,0.9915,0.9765,1,0.47,Lowest,0.12
1545 ATLANTIC AVENUE CLINICAL RESOURCE MGT ROOM 511,BROOKLYN,Kings,49,INTERFAITH MEDICAL CENTER,42.53%,330397,NY,11213,48.28,0.959,0.8934,1,0.02,Lowest,0
4422 THIRD AVE.,BRONX,Bronx,58,ST BARNABAS HOSPITAL,39.29%,330399,NY,10457,,0.5843,0.5569,1,0.58,Lowest,0.61
50 ROUTE 25A,SMITHTOWN,Suffolk,85,ST CATHERINE OF SIENA HOSPITAL,67.96%,330401,NY,11787,52.38,0.8949,0.8503,1,0,Lowest,0.01
418 NORTH MAIN STREET,PENN YAN,Yates,93,FINGER LAKE HEALTH-SOLDIERS AND SAILORS MEMORIAL HOSPITAL,64.29%,331314,NY,14527,,0.5047,0.4929,1,0,Lowest,0
620 MADISON STREET,SYRACUSE,Onondaga,72,HUTCHINGS PSYCHIATRIC CTR,60.00%,334001,NY,13210,64.2,0.9774,0.7798,1,0.07,Lowest,0.01
800 CROSS RIVER RD,KATONAH,Westchester,91,FOUR WINDS,57.50%,334002,NY,10536,65.12,0.9958,0.9945,1,0.15,Lowest,3.2
ONE CHIMNEY POINT DRIVE,OGDENSBURG,Saint Lawrence,75,ST LAWRENCE PSYCH CENTER,62.50%,334003,NY,13669,,1,0.9976,1,0.1,Lowest,0.03
80-45 WINCHESTER BLVD BLDG B,QUEENS VILLAGE,Queens,63,CREEDMOOR PSYCHIATRIC CENTER,41.94%,334004,NY,11427,93.1,0.9514,0.9514,1,0.03,Lowest,0.04
722 W 168TH ST,NEW YORK,New York,62,NEW YORK STATE PSYCHIATRIC INSTITUTE,Not Available,334009,NY,10032,100,1,0.9829,1,0,Lowest,0.02
425 ROBINSON ST,BINGHAMTON,Broome,80,GREATER BINGHAMTON HEALTH CENTER,62.79%,334012,NY,13901,92.68,1,0.9809,1,0.09,Lowest,0.01
998 CROOKED HILL ROAD,WEST BRENTWOOD,Suffolk,74,PILGRIM PSYCHIATRIC CENTER,55.56%,334013,NY,11717,97.1,0.9847,0.9592,1,0.02,Lowest,0.01
140 OLD ORANGEBURG RD,ORANGEBURG,Rockland,66,ROCKLAND PSYCH CTR,58.62%,334015,NY,10962,86.32,1,0.9912,1,0.01,Lowest,0.03
1600 SOUTH AVE,ROCHESTER,Monroe,54,ROCHESTER PSYCHIATRIC CENTER,55.17%,334020,NY,14620,91.53,0.9801,0.9272,1,1.11,Lowest,0.02
1400 NOYES ST,UTICA,Oneida,73,MOHAWK VALLEY PSYCHIATRIC CENTER,Not Available,334021,NY,13502,,0.9979,0.9725,1,0.21,Lowest,0
1263 DELAWARE AVE,BUFFALO,Erie,71,BRYLIN HOSP,77.34%,334022,NY,14209,36.21,0.9984,0.9269,1,0.05,Lowest,0.03
81 LOUDEN AVENUE,AMITYVILLE,Suffolk,91,BRUNSWICK HALL,65.13%,334026,NY,11701,79.03,1,1,1,0,Lowest,0
400 SUNRISE HIGHWAY,AMITYVILLE,Suffolk,94,SOUTH OAKS HOSP,63.48%,334027,NY,11701,90,0.9669,0.8946,1,0.21,Lowest,0.02
777 SEAVIEW AVE,STATEN ISLAND,Richmond,69,SOUTH BEACH PSYCHIATRIC CENTER,55.17%,334043,NY,10305,96.32,0.9918,0.9864,1,0.02,Lowest,0.04
WASHINGTON ST,ELMIRA,Chemung,79,ELMIRA PSYCH CENTER,53.85%,334045,NY,14901,100,0.9836,0.9738,1,0.18,Lowest,0
75 NEW SCOTLAND AVE,ALBANY,Albany,77,CAPITAL DISTRICT PSYCH CENTER,51.85%,334046,NY,12208,,0.8103,0.6628,1,0.11,Lowest,0.05
420 EAST 76 ST,NEW YORK,New York,85,GRACIE SQUARE HOSP,51.07%,334048,NY,10021,,0.9189,0.8074,1,0,Lowest,0
30 CRESCENT AVE,SARATOGA SPRINGS,Saratoga,92,FOUR WINDS OF SARATOGA,77.46%,334049,NY,12866,50,1,0.9943,1,0.02,Lowest,0.17
400 FOREST AVE,BUFFALO,Erie,79,BUFFALO PSYCHIATRIC CENTER,57.41%,334052,NY,14213,100,0.9789,0.7746,1,0.01,Lowest,0
1500 WATERS PLACE,BRONX,Bronx,59,BRONX PSYCHIATRIC CENTER,Not Available,334053,NY,10461,75.28,0.9221,0.9221,1,0,Lowest,0.19
WARD'S ISLAND,NEW YORK,New York,51,MANHATTAN PSYCHIATRIC CENTER,38.71%,334054,NY,10035,91.53,1,1,1,0,Lowest,0.05
WARD ISLAND,NEW YORK,New York,69,KIRBY FORENSIC PSYCHIATRIC CENTER,0.00%,334060,NY,10035,94.12,1,1,1,5.1,Lowest,0.41
BOX 158 ROUTE 17M,NEW HAMPTON,Orange,75,MID HUDSON FORENSIC PSYCHIATRIC CTR,0.00%,334061,NY,10958,65.85,0.9965,0.9861,1,0.3,Lowest,0
681 CLARKSON AVENUE,BROOKLYN,Kings,54,KINGSBORO PSYCHIATRIC HOSPITAL,Not Available,334063,NY,11203,100,1,1,1,0,Lowest,0.02
920 CHURCH STREET NORTH,CONCORD,Cabarrus,96,CAROLINAS MEDICAL CENTER-NORTHEAST,Not Available,340001,NC,28025,,0.9957,0.9957,1,0.01,Lowest,0
5 VANDERBILT PARK DRIVE,ASHEVILLE,Buncombe,95,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,40.09%,340002,NC,28803,88.24,0.8681,0.6857,1,0.16,Lowest,0.44
288 SOUTH RIDGECREST AVE,RUTHERFORDTON,Rutherford,90,RUTHERFORD REGIONAL MEDICAL CENTER,42.71%,340013,NC,28139,,0.9891,0.7865,1,0,Lowest,0.18
3333 SILAS CREEK PARKWAY,WINSTON-SALEM,Forsyth,99,NOVANT HEALTH FORSYTH MEDICAL CENTER,52.27%,340014,NC,27103,74.29,0.8294,0.7109,1,0.05,Lowest,0.01
612 MOCKSVILLE AVE,SALISBURY,Rowan,88,NOVANT HEALTH ROWAN MEDICAL CENTER,39.13%,340015,NC,28144,100,0.9853,0.8952,1,0.18,Lowest,0.02
NAPLES ROAD,FLETCHER,Henderson,86,PARK RIDGE HEALTH,68.18%,340023,NC,28732,83.33,1,0.9969,1,105.89,Lowest,0
2301  ERWIN RD,DURHAM,Durham,99,DUKE UNIVERSITY HOSPITAL,57.61%,340030,NC,27710,,0.991,0.8514,1,0,Lowest,0.12
706 W KING STREET,KINGS MOUNTAIN,Cleveland,95,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,47.06%,340037,NC,28086,,0.8458,0.8417,1,0.14,Lowest,0
2100 STANTONSBURG ROAD,GREENVILLE,Not Available,99,VIDANT MEDICAL CENTER,58.46%,340040,NC,27835,,0.8094,0.7394,1,0.72,Lowest,1.55
MEDICAL CENTER BOULEVARD,WINSTON-SALEM,Forsyth,100,NORTH CAROLINA BAPTIST HOSPITAL,67.06%,340047,NC,27157,,0.8199,0.7757,1,0.05,Lowest,0.16
200 S. HAWTHORNE LANE,CHARLOTTE,Mecklenburg,90,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,60.63%,340053,NC,28204,100,0.9981,0.9965,1,0.06,Lowest,0.16
101 MANNING DRIVE,CHAPEL HILL,Orange,96,UNIVERSITY OF NORTH CAROLINA HOSPITAL,56.48%,340061,NC,27514,46.15,0.7396,0.6887,1,0.14,Lowest,0.42
1240 HUFFMAN MILL RD,BURLINGTON,Alamance,100,ALAMANCE REGIONAL MEDICAL CENTER,45.37%,340070,NC,27216,,0.9534,0.9205,1,0.08,Lowest,0.11
207 OLD LEXINGTON ROAD,THOMASVILLE,Mecklenburg,100,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,55.38%,340085,NC,28275,85,0.7464,0.6882,1,1.15,Lowest,0
509 BRIGHT LEAF BLVD,SMITHFIELD,Johnston,95,JOHNSTON HEALTH,64.20%,340090,NC,27577,97.37,0.9951,0.9893,1,0.16,Lowest,0
1200 N ELM ST,GREENSBORO,Guilford,98,"MOSES H. CONE MEMORIAL HOSPITAL, THE",43.09%,340091,NC,27401,,0.8988,0.8816,1,0.01,Lowest,0.05
500 S ACADEMY ST,AHOSKIE,Hertford,100,VIDANT ROANOKE CHOWAN HOSPITAL,60.38%,340099,NC,27910,76.47,0.8921,0.8742,1,0.03,Lowest,0.2
1000 BLYTHE BLVD,CHARLOTTE,Mecklenburg,Not Available,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,56.70%,340113,NC,28203,93.33,0.9719,0.8917,1,0.47,Lowest,0.1
155 MEMORIAL DRIVE,PINEHURST,Moore,100,FIRSTHEALTH MOORE REGIONAL HOSPITAL,45.05%,340115,NC,28374,,0.9344,0.9221,1,0.03,Lowest,0.61
420 N CENTER STREET,HICKORY,Catawba,83,FRYE REGIONAL MEDICAL CENTER,54.10%,340116,NC,28601,,0.8506,0.8247,1,0,Lowest,0
301 YADKIN STREET,ALBEMARLE,Stanly,96,STANLY REGIONAL MEDICAL CENTER,45.90%,340119,NC,28001,,0.9872,0.9599,1,0.47,Lowest,0.3
401 NORTH MAIN STREET,KENANSVILLE,Duplin,99,VIDANT DUPLIN HOSPITAL,48.80%,340120,NC,28349,,0.9925,0.9742,1,2.01,Lowest,0.81
2131 SOUTH 17TH STREET,WILMINGTON,New Hanover,99,NEW HANOVER REGIONAL MEDICAL CENTER,46.13%,340141,NC,28401,,0.4895,0.2103,1,0.04,Lowest,0.73
810 FAIRGROVE CHURCH ROAD,HICKORY,Catawba,99,CATAWBA VALLEY MEDICAL CENTER,46.15%,340143,NC,28602,83.67,0.9991,0.9789,1,0.13,Lowest,0.17
218 OLD MOCKSBVILLE ROAD,STATESVILLE,Iredell,79,DAVIS REGIONAL MEDICAL CENTER,44.59%,340144,NC,28625,,1,1,1,0,Lowest,0
250 SMITH CHURCH ROAD,ROANOKE RAPIDS,Halifax,96,HALIFAX REGIONAL MEDICAL CENTER INC,47.74%,340151,NC,27870,62.86,0.924,0.9188,1,0,Lowest,0.21
04255 RED ZONE DUKE SOUTH BASEMENT 40 MEDICINE CIRCLE,DURHAM,Durham,98,DUKE REGIONAL HOSPITAL,60.36%,340155,NC,27710,100,1,0.8857,1,0.11,Lowest,0.19
262 LEROY GEORGE DRIVE,CLYDE,Haywood,93,HAYWOOD REGIONAL MEDICAL CENTER,46.48%,340184,NC,28721,72.22,0.9825,0.9583,1,0,Lowest,0
628 E 12TH ST,WASHINGTON,Beaufort,100,VIDANT BEAUFORT HOSPITAL,64.65%,340186,NC,27889,,0.9399,0.9167,1,0.27,Lowest,1.71
101 HOSPITAL DRIVE,COLUMBUS,Polk,77,ST LUKES HOSPITAL,53.85%,341322,NC,28722,81.25,0.9689,0.965,1,0,Lowest,0.02
"155 FURMAN ROAD, SUITE. 101 ",BOONE,Watauga,97,CHARLES A CANNON JR MEMORIAL HOSPITAL,Not Available,341323,NC,28607,100,0.8712,0.8497,1,3.14,Lowest,3.93
300 VEAZY RD,BUTNER,Granville,99,CENTRAL REGIONAL HOSPITAL,34.68%,344004,NC,27509,66.13,0.9592,0.951,1,0.08,Lowest,0.15
3637 OLD VINEYARD ROAD,WINSTON SALEM,Forsyth,72,OLD VINEYARD YOUTH SERVICES,51.08%,344007,NC,27104,48.15,0.981,0.9778,1,0.01,Lowest,0.01
